SMILES,BIOACT_PCHEMBL_VALUE,CMP_CHEMBL_ID
CCN(CC)CCNc1ccc2c(c1)-c1nccc3cccc(c13)C2=O,5.95,CHEMBL1956551
O=C1NC2=C(CNC/C2=C\c2ccccc2F)C(c2ccccc2F)N1,5.48,CHEMBL2385765
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],5.61,CHEMBL193
C=CC(=O)N1C/C(=C\c2ccccc2C)C(=O)C2(C1)C(c1ccccc1C)C(c1ccccc1)NC21C(=O)Nc2ccccc21,4.66,CHEMBL3235938
O=C(CCCOc1ccc2ccc(=O)oc2c1)N1CCN(c2ccc(F)cc2)CC1,4.12,CHEMBL3286724
COc1cc(/C=C/C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1O,8.01,CHEMBL255304
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,6.33,CHEMBL12
c1ccc2cc(COc3nn(CCN4CCCCC4)c4ccccc34)ccc2c1,5.85,CHEMBL3116286
CCCCN(CCCC)CCCCCOc1ccc(CN(CC)CC)cc1,5.72,CHEMBL1085801
C=CC(=O)N1C/C(=C\c2ccccc2OC)C(=O)/C(=C/c2ccccc2OC)C1,4.54,CHEMBL2332539
O=C(CCN1CCCC1)Nc1ccc(/C=C2\CCCn3c2nc2cc(Cl)ccc2c3=O)cc1,5.19,CHEMBL2011197
c1ccc2c(CNc3ccnc(N4CCOCC4)n3)cccc2c1,4.55,CHEMBL1084211
Fc1ccc(C2=CSC3=NC4=C(CNC/C4=C\c4ccccc4Cl)C(c4ccccc4Cl)N23)cc1,5.33,CHEMBL3104320
CCN1CC2=C(NC(=S)NC2c2ccccc2)/C(=C/c2ccccc2)C1,5.38,CHEMBL2417659
CCN(CC)Cc1ccc(OCCCCCCCCN2CCN(C)CC2)cc1,7.96,CHEMBL1082847
O=C1/C(=C/c2ccc(F)cc2)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccc(F)cc1,5.44,CHEMBL2380677
CCCOC(=O)N[C@@H](CCC)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.72,CHEMBL2334731
O=C1NC2=C(CNC/C2=C\c2cccc([N+](=O)[O-])c2)C(c2cccc([N+](=O)[O-])c2)N1,4.99,CHEMBL2385767
CC1(C)C[C@H](O)[C@]23CC[C@@H](O)[C@](CO)(CC[C@@H]12)C3,4.36,CHEMBL517307
O=C1NC2=C(CNC/C2=C\c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1,4.78,CHEMBL2385770
CCN(CCCCNc1c2c(nc3ccccc13)CCCC2)CCC(=O)Nc1nc(-c2ccc(OC)cc2)cs1,8.18,CHEMBL2158125
COc1cccc(-c2nnc(-c3ccc(O)cc3O)s2)c1,4.56,CHEMBL2337280
CCOc1ccc(NCc2ccc(C)cc2)cc1,5.39,CHEMBL2296102
Clc1ccc(/C=C2\CNCC3=C2N=C2SC=C(c4ccc(Cl)cc4)N2C3c2ccc(Cl)cc2)cc1,4.56,CHEMBL3104329
O=C1/C(=C/c2cccc3ccccc23)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1cccc2ccccc12,4.93,CHEMBL2332545
O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2ccccc2o1,9.74,CHEMBL2021681
CC(=O)N1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,4.48,CHEMBL1834064
COc1cc(=O)oc2cc(OCCCCCN3CCN(CC(=O)Nc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,6.14,CHEMBL2391476
CCCN(CCC)CCCCOc1ccc(CN(CC)CC)cc1,4.93,CHEMBL1082784
CCC[C@H](NC(=O)OCC(F)(F)C(F)(F)C(F)(F)F)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.22,CHEMBL2334739
COc1ccc(NC(=O)C(CC(=O)c2ccc(C(C)C)cc2C(C)C)N2CCN(C)CC2)cc1OC,5.28,CHEMBL3264336
Nc1c2c(nc3c1C(c1ccccc1)c1c(c4ccccc4oc1=O)O3)CCCC2,5.77,CHEMBL2425844
CCC[C@H](NC(=O)OCC)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.85,CHEMBL2334730
CC(C(=O)NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCO[N+](=O)[O-])cc2)c(F)c1,8.80,CHEMBL2376479
O=C(CCNCCCNc1c2c(nc3ccccc13)CCCCC2)Nc1ccc2c(c1)C(=O)c1cccc3ccnc-2c13,7.68,CHEMBL1830632
CCN(C)C(=O)Oc1ccc2c(c1)CN1CCc3ccccc3C1N2C,6.35,CHEMBL2152544
C1=Cc2ccccc2C(=C[C@@H]2CCCN3CCCC[C@H]23)c2ccccc21,5.70,CHEMBL1782723
Clc1ccc(/C=C2\CNCC3=C2N=C2SC=C(c4ccccc4)N2C3c2ccc(Cl)cc2)cc1,5.66,CHEMBL3104318
O=C(/C=C/C(=O)N(Cc1ccccc1)c1ccccc1)N(Cc1ccccc1)c1ccccc1,4.28,CHEMBL2296111
O=C(CCNCCNc1c2c(nc3ccccc13)CCCC2)Nc1ccc2c(c1)C(=O)c1cccc3ccnc-2c13,6.96,CHEMBL1830627
CC(C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccccc2)c(F)c1,7.96,CHEMBL2380614
O=C1c2ccc(NCCCN3CCOCC3)cc2-c2nccc3cccc1c23,5.16,CHEMBL1956554
Cc1ccccc1NC(=O)Oc1ccc2c(c1)CN1CCCC1N2C,5.39,CHEMBL2152553
O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1cccc([N+](=O)[O-])c1,4.74,CHEMBL2332976
CC(C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCCCCO[N+](=O)[O-])cc2)c(F)c1,8.09,CHEMBL2380607
CCCCNC(=O)Oc1ccc2c(c1)CN1CCc3c([nH]c4ccccc34)C1N2C,5.40,CHEMBL3262488
CCN(CC)Cc1ccc(OCCCCCCN2CCCC2)cc1,5.89,CHEMBL1083273
COc1cc(/C=C/C(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCCCCCO[N+](=O)[O-],8.72,CHEMBL2169901
COc1ccccc1/C=C1\CNCC2=C1NC(=O)NC2c1ccccc1OC,4.97,CHEMBL2385766
COc1cc(/C=C/c2ccc(OCCCCCCN3CCCCC3C)cc2)cc(OC)c1,5.00,CHEMBL3133246
O=C(COc1cc(=O)oc2ccccc12)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,4.05,CHEMBL2393498
COc1cc(/C=C/C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCCO[N+](=O)[O-],7.63,CHEMBL2171318
COC(C)(C)[C@H](O)CC/C(C)=C/COc1c2ccoc2cc2oc(=O)ccc12,4.95,CHEMBL1651089
O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2cc(O)ccc2o1,9.00,CHEMBL2021677
O=C(NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2ccccc2o1,9.30,CHEMBL2021741
O=C(NCCCO)c1cnc2c3c(cccc13)-c1ccccc1C2=O,4.27,CHEMBL549936
C[C@@H]1CC[C@H]2[C@H](C)[C@H]3CC[C@@]4(O)[C@@H]5CC(=O)[C@H]6CC(=O)CC[C@]6(C)[C@H]5C[C@H]4[C@@H]3CN2C1,5.43,CHEMBL1512936
COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCCC3C)cc1)NCC2,5.50,CHEMBL3262665
Clc1cccc(Cl)c1/C=N/N=c1ccn(CCCc2ccccc2)cc1,5.00,CHEMBL597993
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,5.34,CHEMBL81925
O=C(COc1ccc2ccc(=O)oc2c1)N1CCN(c2ccccc2F)CC1,4.07,CHEMBL3286946
O=C(CCCC(=O)Nc1nc(-c2ccccc2)cs1)NCCCCNc1c2c(nc3ccccc13)CCCC2,9.26,CHEMBL2158113
CCN(CC)Cc1cccc2[nH]c3cc(OC)ccc3c12,4.83,CHEMBL3127217
C1=Cc2ccccc2N(C[C@@H]2CCCN3CCCC[C@H]23)c2ccccc21,5.66,CHEMBL1782717
Fc1ccccc1/C=C1\CN(CCN2CCOCC2)CC2=C1NC(=S)NC2c1ccccc1F,5.53,CHEMBL2417670
O=C(NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccncc1,7.41,CHEMBL1783243
CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCCCN4CCCCC4)cc3o2)cc1,5.26,CHEMBL3093835
CN1CC[C@@H](C(=O)N2C/C(=C\c3ccc(Cl)cc3)C(=O)[C@@]3(C2)[C@H](c2ccc(Cl)cc2)CN(C)[C@]32C(=O)Nc3ccccc32)[C@@]12C(=O)Nc1ccccc12,5.03,CHEMBL3115036
O=C1NC2=C(CNC/C2=C\c2ccc(Cl)cc2Cl)C(c2ccc(Cl)cc2Cl)N1,4.63,CHEMBL2385772
C#CCN(C)[C@H](C)Cc1ccc(OCCNc2c3c(nc4ccccc24)CCCC3)cc1,7.30,CHEMBL2333932
CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCN4CCCCC4)cc3o2)cc1,5.21,CHEMBL3093830
COc1ccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1OC,4.14,CHEMBL2323351
C=C(C)[C@@H]1CC[C@@]2(C)[C@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCCCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@@H]2OC(=O)CCCCC(=O)O,4.09,CHEMBL3288092
O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,6.37,CHEMBL2436701
COc1cc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc(OC)c1OC,5.11,CHEMBL2047231
c1ccc2c(c1)Sc1ccccc1N2C[C@@H]1CCCN2CCCC[C@H]12,5.70,CHEMBL1782708
Oc1ccc(CNCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,8.12,CHEMBL1783192
CN(CCCN=c1c2ccccc2nc2n1CCC2)CCC/N=c1\c2ccccc2nc2n1CCC2,6.26,CHEMBL1669445
CCCN(CCC)CCCCCOc1ccc(CN(CC)CC)cc1,5.75,CHEMBL1085576
O=C1c2ccc(NCCN3CCCC3)cc2-c2nccc3cccc1c23,5.56,CHEMBL1956557
CCN1CCN(CCCCCCOc2ccc(CN(CC)CC)cc2)CC1,5.66,CHEMBL1083431
COc1ccc(CNCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,8.32,CHEMBL1783240
Cn1c(=O)c(C(=O)NCCNCCNCCN)c(O)c2ccccc21,5.28,CHEMBL1651811
CC(C)c1ccc(C(=O)CC(C(=O)Nc2ccccc2)N2CCCCC2)cc1,5.15,CHEMBL598525
CCN(CC)CCOc1ccc2c3c(nccc13)-c1ccccc1C2=O,5.51,CHEMBL1770152
CCOP(=O)(OCC)SCc1ccccn1,6.13,CHEMBL2270699
S=C1NC2=C(CNC/C2=C\c2ccc(Cl)cc2Cl)C(c2ccc(Cl)cc2Cl)N1,4.30,CHEMBL2385784
CCN(CC)Cc1ccc(OCCCCCCN2CCN(C)CC2)cc1,5.42,CHEMBL1084832
CCN(CCCCNc1c2c(nc3ccccc13)CCCC2)CC(=O)Nc1nc(-c2ccc(OC)cc2)cs1,7.69,CHEMBL2158119
CC(=O)NCC(=O)N(CCCCN=c1c2ccccc2nc2n1CCCCCC2)CCCN=c1c2ccccc2nc2n1CCCCCC2,6.91,CHEMBL1669460
O[C@H]1CCN2Cc3ccccc3N=C12,5.60,CHEMBL2163791
CCCN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,4.74,CHEMBL1834062
CC1CCN(c2nccc(NCCc3ccccc3)n2)CC1,4.75,CHEMBL1082981
Cc1c(OCCCCCN2CCC(O)CC2)ccc2c(=O)cc(-c3ccccc3)oc12,5.31,CHEMBL2393061
Cc1ccc(/C=C2\CNCC3C2NC(=S)NC3c2ccc(C)cc2)cc1,5.20,CHEMBL3104449
CN(C)CCCNC(=O)c1ccc(/C=C2\CCCn3c2nc2cc(Cl)ccc2c3=O)cc1,5.18,CHEMBL2011209
Fc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,5.66,CHEMBL2047227
O=C(C1CC(c2ccccc2)NC12C(=O)Nc1ccccc12)N1C/C(=C\c2ccc(F)cc2)C(=O)C2(C1)C(c1ccc(F)cc1)C(c1ccccc1)NC21C(=O)Nc2ccccc21,4.84,CHEMBL3235957
Cc1ccccc1/C=C1\CN(C(=O)[C@@H]2CCN(C)[C@]23C(=O)Nc2ccccc23)C[C@]2(C1=O)[C@H](c1ccccc1C)CN(C)[C@]21C(=O)Nc2ccccc21,4.90,CHEMBL3115198
CCC[C@H](NC(=O)OCC(F)(F)F)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.23,CHEMBL2334737
CC(C)COC(=O)N[C@H](C(=O)N[C@H](C)c1nc2ccc(F)cc2s1)C(C)C,4.39,CHEMBL2334745
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2cccc3ccccc23)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,5.19,CHEMBL2332981
O=C(CSC[C@@H]1CCCN2CCCC[C@H]12)N1c2ccccc2Sc2ccccc21,6.37,CHEMBL1782733
Cc1c(OCCCN2CCCCC2C)ccc2c(=O)cc(-c3ccccc3)oc12,5.23,CHEMBL2393054
COc1cc(/C=C/c2ccc(OCCCCCCCN(C)Cc3ccccc3)cc2)cc(OC)c1,4.38,CHEMBL3133308
CN(C)CCNCC(=O)Nc1c2ccccc2cc2ccccc12,6.79,CHEMBL3304481
COc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1OC,7.46,CHEMBL3093168
CC(C)[C@H](NC(=O)OCC(F)(F)C(F)F)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.47,CHEMBL2334727
CC(C)c1ccc(C(=O)CC(C(=O)NC2CCCCC2)N2CCN(C)CC2)c(C(C)C)c1,5.65,CHEMBL3264344
Oc1ccc(-c2nnc(-c3ccc(O)cc3O)s2)c(O)c1,4.57,CHEMBL243254
COc1cc2c(cc1OCCCCN1CCCC1)C(=O)/C(=C\c1ccncc1)C2,4.76,CHEMBL2043058
NC(=O)N/N=C/c1ccc(O[C@@H]2OC[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,4.31,CHEMBL442866
O=C(/C=C/C(=O)N(Cc1ccccc1)c1ccc(Br)cc1)N(Cc1ccccc1)c1ccc(Br)cc1,4.78,CHEMBL2296123
Nc1c2c(nc3c1cc(-c1ccc(Cl)cc1)n3-c1ccccc1)CCCC2,4.82,CHEMBL1916930
CN1CC[C@@H](C(=O)N2C/C(=C\c3cccc([N+](=O)[O-])c3)C(=O)[C@@]3(C2)[C@H](c2cccc([N+](=O)[O-])c2)CN(C)[C@]32C(=O)Nc3ccccc32)[C@@]12C(=O)Nc1ccccc12,4.91,CHEMBL3115033
COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCN(c4ccccc4)CC3)cc1)NCC2,5.06,CHEMBL3262671
COC(=O)c1cc2c(N)c3c(nc2nc1C)CCCCC3,6.31,CHEMBL1084250
COC(=O)c1cc2c(N)c3c(nc2nc1C)CCCCCC3,5.39,CHEMBL1084517
Cn1nc2nc3c(c(N)c2c1C#N)CCCC3,4.00,CHEMBL2037380
CCN(CCCCCCNc1c2c(nc3ccccc13)CCCC2)CC(=O)Nc1nc(-c2ccccc2)cs1,6.33,CHEMBL2158127
S=C1NC2/C(=C/c3ccccc3Cl)CNCC2C(c2ccccc2Cl)N1,5.54,CHEMBL3104447
COc1ccc2nc3cc(Cl)ccc3c(NCCSC[C@@H]3CCCN4CCCC[C@H]34)c2c1,6.47,CHEMBL1782742
COc1ccc2nc3cc(Cl)ccc3c(NCCCSC[C@@H]3CCCN4CCCC[C@H]34)c2c1,6.16,CHEMBL1782743
Oc1ccccc1CNCCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.23,CHEMBL2147359
CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)OCc1ccccc1,6.12,CHEMBL1082082
c1ccc(CNc2ccnc(N3CCCC3)n2)cc1,4.58,CHEMBL1085780
CCN(CC)CCCCOc1ccc2c(=O)cc(-c3ccc(N(C)C)cc3)oc2c1,5.10,CHEMBL3093846
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,5.35,CHEMBL7568
CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,4.64,CHEMBL448060
CCN(CC)Cc1ccc(OCCCCCCCCCCN2CCCC2)cc1,7.17,CHEMBL1086102
O=c1c2ccccc2nc2n1CC/C2=C\c1ccc(OCCCN2CCCCC2)cc1,5.78,CHEMBL470966
O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2cc(O)ccc2o1,8.46,CHEMBL2021717
CN1CCc2c(n(CCCCCCCCCn3c4c(c5ccccc53)CCN(C)C4)c3ccccc23)C1,7.42,CHEMBL1087459
CN1CCC=C(c2nsnc2OCCCCNCCCCCNc2c3c(nc4ccccc24)CCCC3)C1,7.91,CHEMBL599651
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,5.13,CHEMBL21578
Cc1ccc(C)c(C(=O)CC(C(=O)Nc2ccccc2)N2CCOCC2)c1,4.47,CHEMBL598936
O=C(C1CC(c2ccccc2)NC12C(=O)Nc1ccccc12)N1C/C(=C\c2ccc(Cl)cc2Cl)C(=O)C2(C1)C(c1ccc(Cl)cc1Cl)C(c1ccccc1)NC21C(=O)Nc2ccccc21,4.58,CHEMBL3235954
COc1ccc2c(c1)oc1cccc(CNCc3ccccc3)c12,4.74,CHEMBL3127213
O=C(O[C@H]1[C@H](Oc2ccc(/C=N/O)cc2)OC[C@@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1)c1ccccc1,4.40,CHEMBL500712
c1ccc2c(c1)CCN1CCc3cc(OCCCCCCCCCCCCOc4ccc5c(c4)CCN4CCc6ccccc6C54)ccc3C21,6.04,CHEMBL1099380
CN1c2c(nn(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,5.00,CHEMBL3237464
Oc1c(CNCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc2cccnc12,6.82,CHEMBL1200305
O=C1/C(=C/c2ccccc2)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccccc1,4.79,CHEMBL2332548
O=C(COc1cc(=O)oc2ccccc12)N1CCC(Cc2ccccc2)CC1,4.19,CHEMBL2393507
CC(C)[C@H](NC(=O)OCC(Cl)(Cl)Cl)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.58,CHEMBL2334725
CN(CCCCN=c1c2ccccc2nc2n1CCCCCC2)CCCN=c1c2ccccc2nc2n1CCCCCC2,7.29,CHEMBL1669456
CC(=O)SCCC(=O)NCCCNc1c2c(nc3ccccc13)CCCC2,6.64,CHEMBL2036258
CCC1=C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13,5.29,CHEMBL2163793
O=C(NC1CCN(Cc2ccccc2)CC1)c1cc2ccccc2oc1=O,4.77,CHEMBL3087904
Cc1cc(=O)oc2cc(OCCCCCCN3CCN(CC(=O)Nc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,7.00,CHEMBL2391490
COc1ccc(C2=CSC3=NC4=C(CNC/C4=C\c4ccccc4)C(c4ccccc4)N23)cc1,4.98,CHEMBL3104331
COc1cc(=O)oc2cc(OCCCN3CCN(CC(=O)Nc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,5.74,CHEMBL2391492
Cc1ccccc1/C=C1\CNCC2=C1NC(=O)NC2c1ccccc1C,5.28,CHEMBL2385763
O=C(/C=C/C(=O)N(Cc1ccccc1)c1ccc(Cl)cc1)N(Cc1ccccc1)c1ccc(Cl)cc1,4.24,CHEMBL2296121
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,4.74,CHEMBL2332544
C#CCN(C)[C@H](C)Cc1ccc(OCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,7.40,CHEMBL2333934
NCCNCCNCCNC(=O)c1c(O)c2ccccc2[nH]c1=O,4.72,CHEMBL1651810
c1ccc2sc(-c3ccc(OCCCNc4c5c(nc6ccccc46)CCCC5)cc3)nc2c1,6.91,CHEMBL2022043
COc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,7.48,CHEMBL3093174
CC1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,4.47,CHEMBL1834070
COc1cc(OC)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)oc2c1,9.00,CHEMBL2021734
COc1cc2c(cc1OCCN1CCCCC1)C(=O)/C(=C\c1ccccn1)C2,5.13,CHEMBL2043044
S=C1NC2=C(CN(CCN3CCOCC3)C/C2=C\c2ccc(Cl)cc2Cl)C(c2ccc(Cl)cc2Cl)N1,5.23,CHEMBL2417676
COc1cc(/C=C/c2ccc(OCCCCCN(C)Cc3ccccc3)cc2)cc(OC)c1,4.36,CHEMBL3133307
COc1cc2c(cc1OCCCN1CCCCC1)C(=O)CC2,4.48,CHEMBL2043050
O=C(NC1CCN(Cc2ccccc2)CC1)c1cc2ccc(O)cc2oc1=O,4.26,CHEMBL3087896
O=C1NC2=C(CNC/C2=C\c2ccccc2)C(c2ccccc2)N1,5.54,CHEMBL2385762
CCN(CCCNc1c2c(nc3ccccc13)CCCC2)CCC(=O)Nc1nc(-c2ccc(OC)cc2)cs1,9.32,CHEMBL2158122
CN(C)c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1,4.67,CHEMBL2402160
COc1cc2c(cc1OCCCN1CCCCC1)C(=O)/C(=C\c1ccncc1)C2,4.37,CHEMBL2043053
Nc1c2c(nc3c1C(c1cccs1)c1c(c4ccccc4oc1=O)O3)CCCC2,5.17,CHEMBL2425858
COc1ccccc1/C=C1\CNCC2=C1NC(=S)NC2c1ccccc1OC,5.93,CHEMBL2385778
COc1ccc(/C=N/NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1,4.42,CHEMBL2323355
COc1cc2c(cc1OCCCCCCCCCN1CCCCC1)C(=O)/C(=C\c1ccncc1)C2,5.91,CHEMBL2043057
CN1c2ccc(O)cc2CN2CCc3ccccc3C21,4.35,CHEMBL2152538
O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2c(O)cc(O)cc2o1,8.52,CHEMBL2021709
C=CC(=O)N1C/C(=C\c2ccccc2Cl)C(=O)/C(=C/c2ccccc2Cl)C1,4.44,CHEMBL2332535
CCN(CC)CCCCCCCCCCOc1ccc(CN(CC)CC)cc1,7.57,CHEMBL1085642
CCOP(=O)(OCC)SCCN1C(=O)c2ccccc2C1=O,6.66,CHEMBL2270698
c1ccc2/c(=N\CCCCCCC/N=c3\c4ccccc4nc4n3CCC4)n3c(nc2c1)CCC3,7.06,CHEMBL1669444
COc1cc2c3c(c1OC)/C1=C/C[C@H](O)C[C@@H](O)[C@H](O1)[C@@H]3N(C)CC2,4.87,CHEMBL3085884
O=C1c2ccccc2-c2cccc3ccnc1c23,5.40,CHEMBL559502
CCC(=O)N(CCCCN=c1c2ccccc2nc2n1CCC2)CCCN=c1c2ccccc2nc2n1CCC2,8.23,CHEMBL1669453
Clc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,5.55,CHEMBL2047225
Cc1c2c(nn1-c1ccc(-c3nc4ccccc4o3)cc1)-c1ccccc1S(=O)(=O)N2C,7.77,CHEMBL3237461
COc1ccccc1/C=C1\CN(C(=O)C2CC(c3ccccc3)NC23C(=O)Nc2ccccc23)CC2(C1=O)C(c1ccccc1OC)C(c1ccccc1)NC21C(=O)Nc2ccccc21,4.49,CHEMBL3235950
COc1ccccc1/C=C1\CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C(=C\c2ccccc2OC)C1=O,5.11,CHEMBL2380670
CCCN(CCC)CCCCCCCCCCOc1ccc(CN(CC)CC)cc1,7.59,CHEMBL1085643
CCCCNC(=O)Oc1cccc(CC(=O)N2CCN(Cc3ccccc3)CC2)c1,5.00,CHEMBL1629790
CCN1CC2=C(NC(=S)NC2c2ccccc2Cl)/C(=C/c2ccccc2Cl)C1,5.45,CHEMBL2417661
C=CC(=O)N1C/C(=C\c2ccccc2OC)C(=O)C2(C1)C(c1ccccc1OC)C(c1ccccc1)NC21C(=O)Nc2ccccc21,4.76,CHEMBL3235939
Oc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,5.07,CHEMBL2413738
CN1CCC=C(c2nsnc2OCCCOCCC(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)C1,7.97,CHEMBL599243
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc2cc(Br)ccc2oc1=O,6.38,CHEMBL3087898
c1ccc2c(c1)CN1CCCC1=N2,4.92,CHEMBL355821
C=CC(=O)N1C/C(=C\c2ccc(C)cc2)C(=O)/C(=C/c2ccc(C)cc2)C1,4.46,CHEMBL454594
Cc1cc(=O)oc2cc(OCCCCCN3CCN(CC(=O)Nc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,6.79,CHEMBL2391489
NC(=S)N/N=C/c1ccc(O[C@@H]2OC[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,4.14,CHEMBL503053
CCNCc1cccc2oc3cc(OC)ccc3c12,4.65,CHEMBL3127041
Cc1ccc(/C=C2\CNCC3=C2N=C2SC=C(c4ccc(Cl)cc4)N2C3c2ccc(C)cc2)cc1,4.49,CHEMBL3104328
COc1cc2c(cc1OCCN1CCCCC1)C(=O)/C(=C\c1ccncc1)C2,5.02,CHEMBL2043052
COc1ccc(/C=C2\COc3cc(OCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,7.51,CHEMBL3093176
Oc1ccccc1CNCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.09,CHEMBL2147360
CCOc1ccc(/C=N/NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1,4.33,CHEMBL2323356
Cc1ccc(C)c(C(=O)CC(C(=O)Nc2ccccc2)N2CCCCC2)c1,4.76,CHEMBL596896
