SMILES,BIOACT_PCHEMBL_VALUE,CMP_CHEMBL_ID
O=C(CCN1CCCC1)Nc1ccc2nc3n(c(=O)c2c1)CCc1c-3[nH]c2ccccc12,6.07,CHEMBL1094633
O=C1c2ccc(NCCCN3CCCC3)cc2-c2nccc3cccc1c23,5.30,CHEMBL1956558
CN1c2ccc(O)cc2CN2CCc3c([nH]c4ccccc34)C21,4.71,CHEMBL3262480
O=C(CCNCCCNc1c2c(nc3ccccc13)CCCC2)Nc1ccc2c(c1)C(=O)c1cccc3ccnc-2c13,6.70,CHEMBL1830628
CCCCN(CCCC)CCCCCCCCCCOc1ccc(CN(CC)CC)cc1,7.82,CHEMBL1084650
O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,7.35,CHEMBL2436690
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc2cc([N+](=O)[O-])ccc2oc1=O,5.10,CHEMBL3087899
O=C1/C(=C/c2ccccc2Cl)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccccc1Cl,4.70,CHEMBL2332974
COc1cc(/C=C/C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCO[N+](=O)[O-],8.28,CHEMBL2171321
O=C(CCc1ccccc1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,4.58,CHEMBL2375933
OCCN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,4.75,CHEMBL1834067
CN1c2ccc(OCc3ccccc3)cc2C(=O)N2CCc3c([nH]c4ccccc34)C21,6.06,CHEMBL3262479
CCN(CC)CCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1,4.99,CHEMBL3262657
O=C(CN1CCNCC1)Nc1c2c(nc3ccccc13)CCCC2,4.66,CHEMBL2391652
CCCNC(=O)Oc1ccc(CC(=O)NC2CCN(Cc3ccccc3)CC2)cc1,5.03,CHEMBL1629775
Oc1ccc(-c2nnc(-c3ccc(O)c(O)c3)s2)c(O)c1,5.67,CHEMBL2337265
CN1c2c(nn(-c3ccc(-c4nc5cc(C(=O)O)ccc5[nH]4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,5.34,CHEMBL3237463
CC(C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCO[N+](=O)[O-])cc2)c(F)c1,8.09,CHEMBL2380604
Cc1cc(=O)oc2cc(OCCCC(=O)N3CCN(c4ccccc4F)CC3)ccc12,4.54,CHEMBL3286942
O=C(CN1CCCCC1)Nc1ccc2nc3n(c(=O)c2c1)CCc1c-3[nH]c2ccccc12,4.48,CHEMBL1097952
c1ccc(C/N=c2/c3ccccc3nc3n2CCCCCC3)cc1,5.96,CHEMBL1667881
O=C(CCCCSC[C@@H]1CCCN2CCCC[C@H]12)N1c2ccccc2Sc2ccccc21,6.05,CHEMBL1782738
CCCCCCCNC(=O)Oc1ccc2c(c1)CN1CCCC1N2C,5.71,CHEMBL2152551
CN1CCc2ccccc2Cc2ccc(OCCCOc3ccc4c(c3)CCN(C)CCc3ccccc3C4)cc2CC1,6.85,CHEMBL1099387
Cc1ccc(/C=C2\CNCC3=C2N=C2SC=C(c4ccccc4)N2C3c2ccc(C)cc2)cc1,5.77,CHEMBL3104317
c1ccc2c(COc3nn(CCN4CCCC4)c4ccccc34)cccc2c1,5.17,CHEMBL3116283
S=C1NC2=C(CN(CCN3CCOCC3)C/C2=C\c2ccccc2Cl)C(c2ccccc2Cl)N1,5.61,CHEMBL2417669
Cc1ccc(CN(C(=O)/C=C/C(=O)N(Cc2ccc(C)cc2)c2ccc(F)cc2)c2ccc(F)cc2)cc1,4.25,CHEMBL2296124
COC(=O)[C@@H]1CCCN1CCCCCOc1ccc2c(=O)cc(-c3ccccc3)oc2c1C,5.41,CHEMBL2393074
C=CC(=O)N1C/C(=C\c2ccc(Cl)cc2)C(=O)/C(=C/c2ccc(Cl)cc2)C1,4.42,CHEMBL152675
C#CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,6.08,CHEMBL3127967
CN(C)C(=O)Oc1ccc(CC(=O)NC2CCN(Cc3ccccc3)CC2)cc1,5.05,CHEMBL1629777
O=C(CCN1CCCC1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,4.83,CHEMBL2375927
O=C(CCCOc1ccc2ccc(=O)oc2c1)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,4.10,CHEMBL3286725
C=CC(=O)N1C/C(=C\c2ccc(Cl)cc2Cl)C(=O)C2(C1)C(c1ccc(Cl)cc1Cl)C(c1ccccc1)NC21C(=O)Nc2ccccc21,4.57,CHEMBL3235943
CN1CC[C@@H](C(=O)N2C/C(=C\c3cccc4ccccc34)C(=O)[C@@]3(C2)[C@H](c2cccc4ccccc24)CN(C)[C@]32C(=O)Nc3ccccc32)[C@@]12C(=O)Nc1ccccc12,4.72,CHEMBL3115038
Cc1c(OCCCN2CCCC2)ccc2c(=O)cc(-c3ccccc3)oc12,5.56,CHEMBL2392937
CCN(CC)CCCCCCCCOc1ccc2c(=O)cc(-c3ccc(N(C)C)cc3)oc2c1,5.30,CHEMBL3093837
CCN(CCCNc1c2c(nc3ccccc13)CCCC2)CCC(=O)Nc1nc(-c2ccc(Cl)cc2)cs1,8.38,CHEMBL2158123
CN1CC[C@@H](C(=O)N2C/C(=C\c3ccccc3F)C(=O)[C@@]3(C2)[C@H](c2ccccc2F)CN(C)[C@]32C(=O)Nc3ccccc32)[C@@]12C(=O)Nc1ccccc12,5.13,CHEMBL3115032
CC(C(=O)NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCO[N+](=O)[O-])cc2)c(F)c1,9.00,CHEMBL2376478
Cc1c(OCCN2CCC(O)CC2)ccc2c(=O)cc(-c3ccccc3)oc12,5.49,CHEMBL2393058
CC(C)c1ccc(NC(=O)C(CC(=O)c2cccc3c2CCCC3)N2CCN(C)CC2)cc1,4.97,CHEMBL3264352
COc1ccc(C2=CSC3=NC4=C(CNC/C4=C\c4ccccc4Cl)C(c4ccccc4Cl)N23)cc1,4.90,CHEMBL3104332
CC(C)c1ccc(C(=O)CC(C(=O)Nc2ccccc2)N2CCOCC2)c(C(C)C)c1,5.55,CHEMBL599529
Cc1ccc(/C=C2\CN(C(=O)C[C@H]3C[C@H]4CCCN4[C@]34C(=O)Nc3ccccc34)C[C@@]3(C[C@H]4CCCN4[C@@]34C(=O)Nc3ccccc34)C2=O)cc1,4.75,CHEMBL2332530
C#CCN(C)Cc1cc2cc(OCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,5.68,CHEMBL1929420
Cc1c(OCCCCCN2CCCC2)ccc2c(=O)cc(-c3ccccc3)oc12,5.72,CHEMBL2392939
COc1cc([C@@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@H]2COC(=O)CCC(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1O,7.30,CHEMBL2204447
CN1c2ccccc2CN2CCCc3ccccc3C21,4.63,CHEMBL2152540
c1ccc2oc(-c3ccc(OCCCCNc4c5c(nc6ccccc46)CCCC5)cc3)cc2c1,6.62,CHEMBL2022050
CC(C)[C@H](NC(=O)OCCCl)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.27,CHEMBL2334746
CCCN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,4.76,CHEMBL1834073
O=C(CN1CCN(CCCCCCOc2ccc3c(-c4ccccc4)cc(=O)oc3c2)CC1)Nc1c2c(nc3ccccc13)CCCC2,5.35,CHEMBL2391482
O=C(CCCC(=O)Nc1nc(-c2ccccc2)cs1)NCCCNc1c2c(nc3ccccc13)CCCC2,5.75,CHEMBL2158111
Cc1ccccc1/C=C1\CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C(=C\c2ccccc2C)C1=O,4.82,CHEMBL2380669
CN1CCC=C(c2nsnc2OCCCOCCCC(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)C1,8.17,CHEMBL589496
Oc1ccccc1CNCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,7.75,CHEMBL2147458
CC(C)CC(=O)N(CCCCN=c1c2ccccc2nc2n1CCCCCC2)CCCN=c1c2ccccc2nc2n1CCCCCC2,8.09,CHEMBL1669463
COc1cc(OC)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)cc(Cl)c35)CCCC4)oc2c1,9.12,CHEMBL2021683
CCN(CC)CCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCc1c-3[nH]c2ccccc12,5.55,CHEMBL1098295
COc1ccc2oc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)cc(=O)c2c1,9.37,CHEMBL2021701
C=CC(=O)N1C/C(=C\c2ccc(Cl)cc2)C(=O)C2(C1)C(c1ccc(Cl)cc1)C(c1ccccc1)NC21C(=O)Nc2ccccc21,5.06,CHEMBL3235945
COc1ccc(-c2nnc(-c3ccc(O)cc3O)s2)cc1,4.02,CHEMBL2337261
CC(C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCCCCO[N+](=O)[O-])cc2)c(F)c1,8.41,CHEMBL2380611
CN1c2c(nn(-c3ccc(-c4nc5cc(Br)ccc5[nH]4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,5.49,CHEMBL3237465
CC(C)c1ccc(NC(=O)C(CC(=O)c2ccc(C(C)C)cc2C(C)C)N2CCN(C)CC2)cc1,6.13,CHEMBL3264340
COc1cc(OC)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc2c1,9.49,CHEMBL2021729
COc1ccccc1/C=C1\CN(C(=O)[C@@H]2CCN(C)[C@]23C(=O)Nc2ccccc23)C[C@]2(C1=O)[C@H](c1ccccc1OC)CN(C)[C@]21C(=O)Nc2ccccc21,4.98,CHEMBL3115030
C=CC(=O)N1C/C(=C\c2ccccc2C)C(=O)/C(=C/c2ccccc2C)C1,4.52,CHEMBL2332538
CC(C)(C)C(=O)N(CCCCN=c1c2ccccc2nc2n1CCCCCC2)CCCN=c1c2ccccc2nc2n1CCCCCC2,7.59,CHEMBL1669461
CCC[C@H](NC(=O)OCC(F)(F)C(F)F)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.36,CHEMBL2334738
CC(=O)SCCC(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2,6.81,CHEMBL2036260
CCCCNC(=O)Oc1cccc(CC(=O)NC2CCN(Cc3ccccc3)CC2)c1,5.24,CHEMBL1629779
CCN(CC)CCCNc1ccc2c(c1)-c1nccc3cccc(c13)C2=O,5.55,CHEMBL1956552
Oc1ccccc1CNCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,7.12,CHEMBL2147362
Cc1cc(=O)oc2cc(OCCCN3CCN(CC(=O)Nc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,6.20,CHEMBL2391487
COc1cc(CNCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1O,8.03,CHEMBL1783193
O=C(CN1CCN(CCOc2ccc3c(-c4ccccc4)cc(=O)oc3c2)CC1)Nc1c2c(nc3ccccc13)CCCC2,5.82,CHEMBL2391478
O=C1NC2=C(CNC/C2=C\c2ccccc2Cl)C(c2ccccc2Cl)N1,5.60,CHEMBL2385764
c1ccc2c(=NCCCCCCCCN=c3c4ccccc4nc4n3CCCCCC4)n3c(nc2c1)CCCCCC3,7.12,CHEMBL1669455
O=C1NC2=C(CNC/C2=C\c2ccc(Br)cc2)C(c2ccc(Br)cc2)N1,5.21,CHEMBL2385768
Brc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,5.39,CHEMBL2047226
Cc1ccccc1/C=C1\CN(CCN2CCOCC2)CC2=C1NC(=S)NC2c1ccccc1C,5.72,CHEMBL2417668
C=CC(=O)N1C/C(=C\c2ccc(F)cc2)C(=O)C2(C1)C(c1ccc(F)cc1)C(c1ccccc1)NC21C(=O)Nc2ccccc21,5.56,CHEMBL3235946
Clc1cccc(Cl)c1/C=N/N=c1ccn(CCc2ccccc2)cc1,5.05,CHEMBL610507
O=C(CCCN1CCCC1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,4.73,CHEMBL2375938
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)On6nnc7ccccc76)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,5.01,CHEMBL3289731
CN(C)C(=O)Oc1cccc(CC(=O)N2CCN(Cc3ccccc3)CC2)c1,4.63,CHEMBL1629793
O=C(CCN1CCCCC1)Nc1ccc(/C=C2\CCn3c2nc2cc(Cl)ccc2c3=O)cc1,5.54,CHEMBL2011200
Oc1c(CNCCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc2cccnc12,7.19,CHEMBL1200297
CN1CCC=C(c2nsnc2OCCCOCC(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)C1,7.97,CHEMBL597801
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2F)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,5.04,CHEMBL2332533
O=C(NCCN1CCCC1)c1ccc(/C=C2\CCCn3c2nc2cc(Cl)ccc2c3=O)cc1,5.17,CHEMBL2011204
Cc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,5.60,CHEMBL2047228
COc1cc(/C=C/c2ccc(OCCN(C)Cc3ccccc3)cc2)cc(OC)c1,4.05,CHEMBL3133249
COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2oc(-c3ccccc3)cc(=O)c12,6.44,CHEMBL2436704
COc1cc(/C=C/c2ccc(OCCCCCCN3CCC(O)CC3)cc2)cc(OC)c1,4.64,CHEMBL3133247
CN1CCc2ccccc2Cc2ccc(OCCCCCCCCOc3ccc4c(c3)CCN(C)CCc3ccccc3C4)cc2CC1,6.68,CHEMBL1099388
CCN(CC)CCC(=O)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,4.55,CHEMBL2375926
c1ccc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1,5.61,CHEMBL2413560
CCN1CCN(CCCCCOc2ccc(CN(CC)CC)cc2)CC1,5.51,CHEMBL1085574
CCN(CC)CCC(=O)Nc1ccc(/C=C2\CCCn3c2nc2cc(Cl)ccc2c3=O)cc1,5.63,CHEMBL2011199
COc1ccc2c(c1)oc1cccc(CNC(C)C)c12,4.87,CHEMBL3127040
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,4.90,CHEMBL659
Fc1ccc(/C=C2\CNCC3=C2N=C2SC=C(c4ccccc4)N2C3c2ccc(F)cc2)cc1,5.40,CHEMBL3104319
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2Cl)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,4.93,CHEMBL2332534
Oc1ccc(-c2nnc(-c3ccccc3Br)s2)c(O)c1,6.54,CHEMBL396226
CCCCNC(=O)Oc1ccc(CC(=O)N2CCN(Cc3ccccc3)CC2)cc1,4.78,CHEMBL1629784
CCN(CC)Cc1ccc(OCCCCCCN2CCCCC2)cc1,5.86,CHEMBL1084831
O=[N+]([O-])c1ccccc1-c1nnc(-c2ccc(O)cc2O)s1,4.24,CHEMBL2337268
O=C1/C(=C/c2ccccc2Cl)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccccc1Cl,4.76,CHEMBL2380671
CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1OC,5.64,CHEMBL3133311
O=C(CCN1CCCC1)Nc1ccc(/C=C2\CCn3c2nc2cc(Cl)ccc2c3=O)cc1,5.42,CHEMBL2011196
O=C(CCCOc1cc(=O)oc2ccccc12)N1CCC(Cc2ccccc2)CC1,4.12,CHEMBL2390982
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccc(F)cc2)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,5.08,CHEMBL2332540
O=C(/C=C/c1ccc(O)c(O)c1)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,5.42,CHEMBL2151789
Nc1ccc(-c2cc(=O)c3ccc(OCCCN4CCN(CCCNc5c6c(nc7ccccc57)CCCC6)CC4)cc3o2)cc1,6.16,CHEMBL2436707
Nc1c2c(nc3ccccc13)CCCC2,7.82,CHEMBL95
CC(=O)Nc1nn(C)c2nc3nc4c(c(N)c3c(-c3ccccc3)c12)CCCC4,5.05,CHEMBL2037385
CCC[C@H](NC(=O)OCCCl)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.27,CHEMBL2334735
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccc(Cl)cc2)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,4.96,CHEMBL2332541
CN1CCN(CC(=O)NN2c3ccccc3Sc3cc(Cl)ccc32)CC1,6.30,CHEMBL1629796
COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1O,7.43,CHEMBL403083
C#CCN(C)[C@H](C)Cc1ccc(OCCCNc2c3c(nc4ccccc24)CCCC3)cc1,7.38,CHEMBL2333933
CC(C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCO[N+](=O)[O-])cc2)c(F)c1,8.07,CHEMBL2380605
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc2cc(O)ccc2oc1=O,4.81,CHEMBL3087900
c1ccc2[nH]c(-c3ccc(OCCN4CCCC4)cc3)nc2c1,4.64,CHEMBL2413559
O=C(CNCCNc1c2c(nc3ccccc13)CCC2)Nc1ccc2c(c1)C(=O)c1cccc3ccnc-2c13,6.61,CHEMBL1830622
COc1cc(/C=C/C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCCCO[N+](=O)[O-],8.85,CHEMBL2171323
O=C(CN1CCN(CCCCOc2ccc3c(-c4ccccc4)cc(=O)oc3c2)CC1)Nc1c2c(nc3ccccc13)CCCC2,5.74,CHEMBL2391480
Cn1c(CNc2ccccc2)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,6.07,CHEMBL3127978
CCOP(=O)(OCC)SCc1ccc2ccccc2n1,6.33,CHEMBL2270700
Cc1c(OCCCCCN(C)C)ccc2c(=O)cc(-c3ccccc3)oc12,5.60,CHEMBL2393070
COc1ccc2cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)c(=O)oc2c1,6.45,CHEMBL3087901
CC(=O)Nc1nn(C)c2nc3nc4c(c(N)c3cc12)CCCC4,5.20,CHEMBL2037384
Oc1c(CNCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(Cl)c2cccnc12,8.19,CHEMBL1200217
O=C1/C(=C/c2ccc(Cl)cc2Cl)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccc(Cl)cc1Cl,4.67,CHEMBL2332977
O=C(C1CC(c2ccccc2)NC12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2F)C(=O)C2(C1)C(c1ccccc1F)C(c1ccccc1)NC21C(=O)Nc2ccccc21,4.45,CHEMBL3235952
